Day,Month,Year,Observer ID,Start Time,Duration ,Aggression,Victim 1,Support,Supporter 1,Supporter 2,Supporter 3,Supporter 4,Supporter 5,Supporter 6,Dyadic +,Context,Aggressor ,Support,Support 1,Support 2,Support 3,Support 4,Support 5,Contact ,Directed non-contact,Display,Decided interaction,Notes,,,,,,,,
Day,Month,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Aug,2013,EW,09:02,10,Y,EV,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,EV and PA fought,,,,,,,,
30,Aug,2013,EW,09:02,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,PA displayed,,,,,,,,
30,Aug,2013,EW,09:13,20,Y,RE,Y,LI,PE,FK,,,,Y,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,"KD slapped RE, LI PE FR supported",,,,,,,,
30,Aug,2013,EW,09:34,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sep,2013,EW,08:50,20,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,"FR approached ED, KD displayed at FR who then left",,,,,,,,
3,Sep,2013,EW,09:11,20,Y,HL,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,Y,N,Y,Y,RE displayed generally then slapped HL,,,,,,,,
3,Sep,2013,EW,09:11,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed by banging against glass,,,,,,,,
3,Sep,2013,EW,09:11,20,Y,SO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,HL,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,HL slapped SO,,,,,,,,
3,Sep,2013,EW,09:11,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FR displayed,,,,,,,,
3,Sep,2013,EW,09:11,20,Y,PA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,PA and RE fought,,,,,,,,
3,Sep,2013,EW,09:11,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,PA displayed in top tunnel then entered pod 3,,,,,,,,
3,Sep,2013,EW,09:32,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
3,Sep,2013,EW,09:54,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sep,2013,EW,10:27,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
3,Sep,2013,EW,12:02,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
3,Sep,2013,EW,12:02,30,Y,PA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,Y,N,Y,Y,LB displayed and then fought with PA,,,,,,,,
3,Sep,2013,EW,12:02,30,Y,HL,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,"LB picked up plastic tube, slaps HL with it, she picks up blanket he is sitting in front of but he pulls it back from her and hits her over head with plastic tube again!",,,,,,,,
4,Sep,2013,EW,11:02,30,Y,KD,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PE,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,PE walked up to KD and bit him,,,,,,,,
4,Sep,2013,EW,13:03,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sep,2013,EW,13:14,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sep,2013,EW,13:45,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sep,2013,EW,14:17,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sep,2013,EW,14:28,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sep,2013,EW,08:54,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,KD displayed,,,,,,,,
5,Sep,2013,EW,09:05,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
5,Sep,2013,EW,09:26,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
5,Sep,2013,EW,09:47,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sep,2013,EW,10:19,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sep,2013,EW,10:36,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,PA displayed under top tunnel,,,,,,,,
5,Sep,2013,EW,10:36,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed,,,,,,,,
5,Sep,2013,EW,10:36,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,PA displayed,,,,,,,,
5,Sep,2013,EW,13:42,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sep,2013,EW,13:54,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sep,2013,EW,10:02,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sep,2013,EW,10:33,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sep,2013,EW,11:10,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sep,2013,EW,11:32,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sep,2013,EW,13:31,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sep,2013,EW,10:02,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FR displayed,,,,,,,,
9,Sep,2013,EW,10:02,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,KD displayed in top tunnel in pod 3,,,,,,,,
9,Sep,2013,EW,10:02,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
9,Sep,2013,EW,10:02,30,Y,HL,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LB then chased HL,,,,,,,,
9,Sep,2013,EW,10:02,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,KD displayed,,,,,,,,
9,Sep,2013,EW,10:02,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
9,Sep,2013,EW,10:35,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sep,2013,EW,11:03,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,Y,FK,,,,,N,N,Y,N,RE starts displaying and FR then starts,,,,,,,,
9,Sep,2013,EW,11:03,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed in top tunnel and ran into pod 3,,,,,,,,
9,Sep,2013,EW,11:34,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sep,2013,EW,12:58,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sep,2013,EW,09:03,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sep,2013,EW,09:14,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
10,Sep,2013,EW,09:14,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
10,Sep,2013,EW,09:14,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
10,Sep,2013,EW,09:14,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FR displayed,,,,,,,,
10,Sep,2013,EW,09:14,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed,,,,,,,,
10,Sep,2013,EW,09:14,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
10,Sep,2013,EW,09:14,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EM,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,EM displayed in top tunnel,,,,,,,,
10,Sep,2013,EW,09:14,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FR displayed,,,,,,,,
10,Sep,2013,EW,09:45,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sep,2013,EW,10:21,20,Y,Q,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,KD chased Q into pod 3,,,,,,,,
10,Sep,2013,EW,10:21,20,Y,EV,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,KD chased EV,,,,,,,,
10,Sep,2013,EW,10:21,20,Y,KD,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,Y,EM,,,,,N,Y,N,N,Q and EM chased KD after he mated with EV,,,,,,,,
10,Sep,2013,EW,10:21,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,KD displayed,,,,,,,,
10,Sep,2013,EW,10:21,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,KD displayed,,,,,,,,
10,Sep,2013,EW,10:54,30,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,PA chased FR,,,,,,,,
10,Sep,2013,EW,10:54,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FR displayed,,,,,,,,
10,Sep,2013,EW,10:54,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FR displayed,,,,,,,,
12,Sep,2013,EW,11:18,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Sep,2013,EW,11:39,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
12,Sep,2013,EW,11:39,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
12,Sep,2013,EW,11:50,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sep,2013,EW,10:26,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sep,2013,EW,10:38,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
13,Sep,2013,EW,10:59,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sep,2013,EW,11:11,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sep,2013,EW,11:36,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Sep,2013,EW,10:46,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Sep,2013,EW,10:27,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,Y,RE,,,,,N,N,Y,N,FR started and then RE joined in displaying,,,,,,,,
16,Sep,2013,EW,10:27,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,KD displayed,,,,,,,,
16,Sep,2013,EW,10:27,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,KD displayed,,,,,,,,
16,Sep,2013,EW,10:27,30,Y,PE,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,Y,RE,,,,,N,Y,N,N,FR and RE chased PE,,,,,,,,
16,Sep,2013,EW,10:27,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FR displayed,,,,,,,,
16,Sep,2013,EW,10:27,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,PA displayed,,,,,,,,
16,Sep,2013,EW,10:27,30,Y,PA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EV,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,EV chased PA,,,,,,,,
16,Sep,2013,EW,10:27,30,Y,RE,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,FR and RE fought,,,,,,,,
16,Sep,2013,EW,10:58,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed,,,,,,,,
17,Sep,2013,EW,09:32,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Sep,2013,EW,09:43,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Sep,2013,EW,10:15,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
17,Sep,2013,EW,10:15,30,Y,LB,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EV,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,EV charged at LB after he displayed,,,,,,,,
17,Sep,2013,EW,10:15,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LB charged,,,,,,,,
17,Sep,2013,EW,10:46,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Sep,2013,EW,11:17,10,Y,LO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,Q chased LO,,,,,,,,
17,Sep,2013,EW,13:12,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Sep,2013,EW,13:23,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
18,Sep,2013,EW,13:40,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sep,2013,EW,14:11,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Sep,2013,EW,14:40,30,Y,ED,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,PA hit ED,,,,,,,,
18,Sep,2013,EW,14:40,30,Y,DA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,Y,N,N,Y,FR hit DA,,,,,,,,
18,Sep,2013,EW,15:14,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sep,2013,EW,10:04,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sep,2013,EW,10:36,30,Y,LO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LI,Y,PA,,,,,Y,N,N,Y,LI fear grinned and slapped LO who looked like he was making advances on her - PA was supporting LI,,,,,,,,
19,Sep,2013,EW,11:08,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Sep,2013,EW,10:17,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
20,Sep,2013,EW,10:17,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
20,Sep,2013,EW,10:17,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
20,Sep,2013,EW,10:17,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
20,Sep,2013,EW,10:49,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Sep,2013,EW,11:20,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
20,Sep,2013,EW,11:20,20,Y,SO,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,LB chased SO,,,,,,,,
20,Sep,2013,EW,13:47,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Sep,2013,EW,09:30,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed and hit the door into Pod 1,,,,,,,,
23,Sep,2013,EW,10:03,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Sep,2013,EW,10:36,30,Y,LI,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,PA,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,PA chased LI,,,,,,,,
23,Sep,2013,EW,10:36,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed,,,,,,,,
23,Sep,2013,EW,10:36,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
23,Sep,2013,EW,11:11,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,FK displayed,,,,,,,,
23,Sep,2013,EW,11:43,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,RE,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,RE displayed,,,,,,,,
23,Sep,2013,EW,11:43,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,Q displayed,,,,,,,,
23,Sep,2013,EW,11:43,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
23,Sep,2013,EW,11:43,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
23,Sep,2013,EW,11:43,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
23,Sep,2013,EW,11:43,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,KD displayed,,,,,,,,
23,Sep,2013,EW,11:43,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
23,Sep,2013,EW,11:43,30,Y,N,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,LB displayed,,,,,,,,
8,Jul,2013,SW,12:56,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Jul,2013,SW,16:43,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Jul,2013,SW,10:43,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Jul,2013,SW,15:58,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jul,2013,SW,16:02,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jul,2013,SW,15:56,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Jul,2013,SW,16:43,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
3,Jul,2013,SW,16:43,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,FK,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
3,Jul,2013,SW,16:43,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
3,Jul,2013,SW,16:43,20,Y,EM,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
3,Jul,2013,SW,16:43,20,Y,EM,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,LB,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
3,Jul,2013,SW,16:43,20,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,CI,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
3,Jul,2013,SW,17:04,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Jul,2013,SW,15:37,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Jul,2013,SW,16:08,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jul,2013,SW,09:48,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jul,2013,SW,16:04,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jul,2013,SW,16:04,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Jul,2013,SW,16:04,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Jul,2013,SW,15:44,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Jul,2013,SW,16:50,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Jul,2013,SW,17:01,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Jul,2013,SW,16:03,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Jul,2013,SW,16:03,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Jul,2013,SW,16:34,10,Y,DA,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,EV,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
7,Jul,2013,SW,16:34,10,Y,FK,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,Y,N,N,,,,,,,,,
7,Jul,2013,SW,16:34,10,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,CI,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
24,Jun,2013,SW,11:24,10,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Jun,2013,SW,14:50,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Jun,2013,SW,15:46,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Jun,2013,SW,09:23,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,KD,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
26,Jun,2013,SW,15:30,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,ED,N,N/A,N/A,N/A,N/A,N/A,N,N,Y,N,,,,,,,,,
26,Jun,2013,SW,16:05,30,Y,N/A,N,N/A,N/A,N/A,N/A,N/A,N/A,N,UNK,Q,Y,DA,,,,,N,Y,N,N,"Someone (ID unknown) enters the pod, Qafzeh doesn't like it. ",,,,,,,,
27,Jun,2013,SW,10:49,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Jun,2013,SW,15:21,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Jun,2013,SW,16:03,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Jun,2013,SW,16:33,20,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Jun,2013,SW,10:02,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Jun,2013,SW,15:03,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Jun,2013,SW,15:25,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Jun,2013,SW,15:25,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Jun,2013,SW,15:25,30,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
